Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
organamnist,224,"rad-dino,CheXagent",concat,0,1,0.947,0.999,0.907,0.994,0.949
organamnist,224,"UNI,Hibou-B",concat,0,1,0.900,0.996,0.856,0.989,0.938
organamnist,224,"UNI,Prov-GigaPath",concat,0,1,0.933,0.998,0.890,0.992,0.946
organamnist,224,"UNI,CheXagent",concat,0,1,0.933,0.999,0.905,0.994,0.946
organamnist,224,"Hibou-B,Prov-GigaPath",concat,0,1,0.948,0.999,0.885,0.991,0.949
organamnist,224,"Hibou-B,CheXagent",concat,0,1,0.935,0.999,0.899,0.993,0.946
organamnist,224,"Prov-GigaPath,CheXagent",concat,0,1,0.939,0.999,0.905,0.994,0.947
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP",concat,0,1,0.967,0.999,0.909,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,rad-dino",concat,0,1,0.955,0.999,0.902,0.994,0.951
organamnist,224,"BioMedCLIP,CONCH,UNI",concat,0,1,0.942,0.999,0.894,0.993,0.948
organamnist,224,"BioMedCLIP,CONCH,Hibou-B",concat,0,1,0.954,0.999,0.889,0.992,0.950
organamnist,224,"BioMedCLIP,CONCH,Prov-GigaPath",concat,0,1,0.962,0.999,0.902,0.994,0.952
organamnist,224,"BioMedCLIP,CONCH,CheXagent",concat,0,1,0.947,0.999,0.912,0.995,0.949
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino",concat,0,1,0.971,0.999,0.909,0.995,0.954
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI",concat,0,1,0.959,0.999,0.912,0.995,0.951
organamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B",concat,0,1,0.967,0.999,0.903,0.994,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath",concat,0,1,0.972,1.000,0.912,0.995,0.954
organamnist,224,"BioMedCLIP,PubMedCLIP,CheXagent",concat,0,1,0.959,1.000,0.920,0.996,0.952
organamnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.957,0.999,0.901,0.993,0.951
organamnist,224,"BioMedCLIP,rad-dino,Hibou-B",concat,0,1,0.960,0.999,0.898,0.993,0.952
organamnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.965,0.999,0.902,0.994,0.953
organamnist,224,"BioMedCLIP,rad-dino,CheXagent",concat,0,1,0.952,0.999,0.915,0.995,0.950
organamnist,224,"BioMedCLIP,UNI,Hibou-B",concat,0,1,0.948,0.999,0.894,0.993,0.949
organamnist,224,"BioMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.953,0.999,0.907,0.994,0.950
organamnist,224,"BioMedCLIP,UNI,CheXagent",concat,0,1,0.945,0.999,0.915,0.995,0.949
organamnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.964,0.999,0.899,0.993,0.953
organamnist,224,"BioMedCLIP,Hibou-B,CheXagent",concat,0,1,0.946,0.999,0.911,0.994,0.949
organamnist,224,"BioMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.947,0.999,0.913,0.995,0.949
organamnist,224,"CONCH,PubMedCLIP,rad-dino",concat,0,1,0.959,0.999,0.904,0.994,0.952
organamnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.942,0.999,0.898,0.993,0.948
organamnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.953,0.999,0.896,0.993,0.950
organamnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.963,0.999,0.909,0.995,0.952
organamnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.952,0.999,0.914,0.995,0.950
organamnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.934,0.998,0.887,0.992,0.946
organamnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.941,0.999,0.884,0.991,0.948
organamnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.953,0.999,0.892,0.993,0.950
organamnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.947,0.999,0.908,0.994,0.949
organamnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.902,0.996,0.855,0.989,0.939
organamnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.929,0.998,0.890,0.992,0.945
organamnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.932,0.999,0.902,0.994,0.946
organamnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.946,0.999,0.882,0.991,0.949
organamnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.935,0.999,0.898,0.993,0.946
organamnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.937,0.999,0.907,0.994,0.947
organamnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.957,0.999,0.905,0.994,0.951
organamnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.960,0.999,0.900,0.993,0.952
organamnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.967,0.999,0.908,0.994,0.953
organamnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.961,0.999,0.920,0.995,0.952
organamnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.946,0.999,0.894,0.993,0.949
organamnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.953,0.999,0.909,0.994,0.950
organamnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.999,0.916,0.995,0.950
organamnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.903,0.993,0.952
organamnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.949,0.999,0.911,0.994,0.949
organamnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.918,0.995,0.951
organamnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.939,0.998,0.886,0.991,0.947
organamnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.949,0.999,0.897,0.993,0.949
organamnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.943,0.999,0.912,0.995,0.948
organamnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.954,0.999,0.893,0.992,0.950
organamnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.941,0.999,0.907,0.994,0.948
organamnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.948,0.999,0.910,0.994,0.949
organamnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.940,0.998,0.885,0.992,0.947
organamnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.934,0.999,0.901,0.994,0.946
organamnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.940,0.999,0.908,0.994,0.948
organamnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.939,0.999,0.901,0.994,0.947
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.966,0.999,0.912,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.961,0.999,0.910,0.995,0.952
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.967,0.999,0.904,0.994,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.972,1.000,0.914,0.995,0.954
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.961,1.000,0.922,0.996,0.952
organamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.952,0.999,0.906,0.994,0.950
organamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.956,0.999,0.899,0.993,0.951
organamnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.961,0.999,0.907,0.994,0.952
organamnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.952,0.999,0.916,0.995,0.950
organamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.950,0.999,0.893,0.993,0.949
organamnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.952,0.999,0.903,0.994,0.950
organamnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.945,0.999,0.915,0.995,0.949
organamnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.965,0.999,0.899,0.993,0.953
organamnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.945,0.999,0.912,0.994,0.949
organamnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.999,0.914,0.995,0.950
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.965,0.999,0.912,0.995,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.965,0.999,0.907,0.994,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.972,1.000,0.913,0.995,0.954
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.965,1.000,0.922,0.996,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.959,0.999,0.905,0.994,0.951
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.965,0.999,0.916,0.995,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.957,0.999,0.922,0.996,0.951
organamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.970,0.999,0.907,0.994,0.954
organamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.956,0.999,0.917,0.995,0.951
organamnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.964,1.000,0.922,0.996,0.953
organamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.956,0.999,0.899,0.993,0.951
organamnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.959,0.999,0.907,0.994,0.951
organamnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.951,0.999,0.918,0.995,0.950
organamnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.964,0.999,0.902,0.993,0.953
organamnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.951,0.999,0.916,0.995,0.950
organamnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.956,0.999,0.917,0.995,0.951
organamnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.900,0.993,0.952
organamnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.945,0.999,0.911,0.994,0.949
organamnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.947,0.999,0.918,0.995,0.949
organamnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.948,0.999,0.913,0.995,0.949
organamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.955,0.999,0.908,0.994,0.951
organamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.960,0.999,0.902,0.993,0.952
organamnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.963,0.999,0.910,0.995,0.952
organamnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.962,0.999,0.916,0.995,0.952
organamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.945,0.999,0.896,0.993,0.948
organamnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.949,0.999,0.905,0.994,0.949
organamnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.948,0.999,0.917,0.995,0.949
organamnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.959,0.999,0.903,0.993,0.952
organamnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.951,0.999,0.910,0.994,0.950
organamnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.917,0.995,0.951
organamnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.939,0.998,0.889,0.992,0.947
organamnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.949,0.999,0.898,0.993,0.949
organamnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.946,0.999,0.909,0.994,0.949
organamnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.953,0.999,0.893,0.992,0.950
organamnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.944,0.999,0.908,0.994,0.948
organamnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.999,0.910,0.994,0.950
organamnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.939,0.998,0.886,0.992,0.947
organamnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.934,0.999,0.901,0.993,0.946
organamnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.936,0.999,0.905,0.994,0.947
organamnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.940,0.999,0.904,0.994,0.947
organamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.957,0.999,0.900,0.993,0.951
organamnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.961,0.999,0.912,0.994,0.952
organamnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.960,0.999,0.921,0.995,0.952
organamnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.964,0.999,0.903,0.993,0.953
organamnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.916,0.995,0.950
organamnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.964,0.999,0.920,0.995,0.952
organamnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.954,0.999,0.904,0.994,0.950
organamnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.946,0.999,0.910,0.994,0.949
organamnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.916,0.995,0.950
organamnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.954,0.999,0.914,0.995,0.950
organamnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.948,0.999,0.893,0.993,0.949
organamnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.939,0.999,0.909,0.994,0.947
organamnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.947,0.999,0.915,0.995,0.949
organamnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.944,0.999,0.909,0.994,0.948
organamnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.938,0.999,0.904,0.994,0.947
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.964,0.999,0.913,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.967,0.999,0.908,0.994,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.968,1.000,0.915,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.964,1.000,0.922,0.996,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.958,0.999,0.907,0.994,0.951
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.964,1.000,0.914,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.958,0.999,0.922,0.996,0.951
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.971,0.999,0.908,0.994,0.954
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.956,0.999,0.917,0.995,0.951
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.961,1.000,0.921,0.996,0.952
organamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.956,0.999,0.902,0.993,0.951
organamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.956,0.999,0.908,0.994,0.951
organamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.953,0.999,0.918,0.995,0.950
organamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.902,0.993,0.952
organamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.999,0.916,0.995,0.950
organamnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.917,0.995,0.951
organamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.958,0.999,0.901,0.994,0.951
organamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.943,0.999,0.912,0.995,0.948
organamnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.948,0.999,0.916,0.995,0.949
organamnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.947,0.999,0.913,0.995,0.949
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.963,0.999,0.909,0.994,0.952
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.967,0.999,0.916,0.995,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.964,1.000,0.922,0.996,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.969,0.999,0.908,0.994,0.954
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.958,1.000,0.918,0.995,0.951
organamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.966,1.000,0.924,0.996,0.953
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.962,0.999,0.908,0.994,0.952
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.917,0.995,0.950
organamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.959,0.999,0.922,0.996,0.952
organamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.958,0.999,0.917,0.995,0.951
organamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.904,0.994,0.952
organamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.949,0.999,0.915,0.995,0.950
organamnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.919,0.995,0.950
organamnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.914,0.995,0.950
organamnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.946,0.999,0.915,0.995,0.949
organamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.953,0.999,0.905,0.993,0.950
organamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.959,0.999,0.911,0.994,0.952
organamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.958,0.999,0.921,0.995,0.951
organamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.963,0.999,0.906,0.994,0.952
organamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.951,0.999,0.913,0.995,0.950
organamnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.961,0.999,0.919,0.995,0.952
organamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.953,0.999,0.903,0.993,0.950
organamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.945,0.999,0.911,0.994,0.949
organamnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.916,0.995,0.950
organamnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.913,0.995,0.950
organamnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.948,0.999,0.897,0.993,0.949
organamnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.940,0.999,0.907,0.994,0.947
organamnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.999,0.912,0.995,0.949
organamnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.944,0.999,0.909,0.994,0.948
organamnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.936,0.999,0.903,0.994,0.947
organamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.904,0.994,0.952
organamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.999,0.915,0.995,0.950
organamnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.961,0.999,0.921,0.995,0.952
organamnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.915,0.995,0.950
organamnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.999,0.912,0.995,0.950
organamnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.942,0.999,0.911,0.994,0.948
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.965,0.999,0.909,0.994,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.966,1.000,0.916,0.995,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.962,1.000,0.920,0.996,0.952
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.969,0.999,0.911,0.994,0.954
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.957,0.999,0.921,0.995,0.951
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.965,1.000,0.921,0.996,0.953
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.963,0.999,0.909,0.994,0.952
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.916,0.995,0.950
organamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.958,1.000,0.921,0.996,0.951
