Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
organcmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.952,0.999,0.851,0.990,0.950
organcmnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.869,0.991,0.950
organcmnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.956,0.999,0.862,0.991,0.951
organcmnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.938,0.999,0.844,0.988,0.947
organcmnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.943,0.999,0.838,0.988,0.948
organcmnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.957,0.999,0.856,0.989,0.951
organcmnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.939,0.999,0.847,0.989,0.947
organcmnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.948,0.999,0.864,0.990,0.949
organcmnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.858,0.989,0.950
organcmnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.927,0.998,0.834,0.988,0.945
organcmnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.945,0.999,0.856,0.989,0.948
organcmnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.849,0.989,0.950
organcmnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.999,0.857,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.946,0.999,0.861,0.991,0.949
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.954,0.999,0.858,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.956,0.999,0.863,0.990,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.945,0.999,0.858,0.991,0.948
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.961,0.999,0.873,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.951,0.999,0.860,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.947,0.999,0.861,0.990,0.949
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.949,0.999,0.858,0.991,0.949
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.952,0.999,0.867,0.991,0.950
organcmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.950,0.999,0.854,0.989,0.950
organcmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.950,0.999,0.853,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.959,0.999,0.867,0.991,0.952
organcmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.999,0.858,0.990,0.949
organcmnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.955,0.999,0.868,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.964,0.999,0.867,0.991,0.953
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.962,0.999,0.866,0.991,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.954,0.999,0.867,0.991,0.950
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.939,0.999,0.868,0.991,0.947
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.958,0.999,0.875,0.992,0.951
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.959,0.999,0.857,0.990,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.957,0.999,0.863,0.991,0.951
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.959,0.999,0.878,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.956,0.999,0.869,0.992,0.951
organcmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.960,0.999,0.877,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.961,0.999,0.873,0.992,0.952
organcmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.953,0.999,0.863,0.991,0.950
organcmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.954,0.999,0.863,0.991,0.950
organcmnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.956,0.999,0.869,0.991,0.951
organcmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.999,0.867,0.991,0.950
organcmnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.957,0.999,0.873,0.991,0.951
organcmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.957,0.999,0.870,0.991,0.951
organcmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.952,0.999,0.855,0.990,0.950
organcmnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.955,0.999,0.868,0.991,0.951
organcmnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.961,0.999,0.869,0.991,0.952
organcmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.959,0.999,0.870,0.991,0.952
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.948,0.999,0.849,0.989,0.949
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.939,0.999,0.857,0.989,0.947
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.940,0.998,0.849,0.990,0.947
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.952,0.999,0.867,0.991,0.950
organcmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.947,0.999,0.846,0.989,0.949
organcmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.941,0.999,0.842,0.989,0.948
organcmnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.953,0.999,0.866,0.991,0.950
organcmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.947,0.999,0.850,0.989,0.949
organcmnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.954,0.999,0.868,0.991,0.951
organcmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.862,0.991,0.950
organcmnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.938,0.999,0.847,0.988,0.947
organcmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.943,0.999,0.842,0.988,0.948
organcmnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.955,0.999,0.856,0.990,0.951
organcmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.936,0.999,0.847,0.988,0.947
organcmnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.951,0.999,0.862,0.990,0.950
organcmnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.999,0.859,0.990,0.950
organcmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.931,0.998,0.835,0.987,0.945
organcmnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.948,0.999,0.859,0.990,0.949
organcmnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.953,0.999,0.856,0.990,0.950
organcmnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.857,0.990,0.950
organcmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.949,0.999,0.849,0.989,0.949
organcmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.954,0.999,0.850,0.990,0.950
organcmnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.953,0.999,0.872,0.991,0.950
organcmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.948,0.999,0.862,0.991,0.949
organcmnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.874,0.991,0.950
organcmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.866,0.991,0.950
organcmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.952,0.999,0.846,0.990,0.950
organcmnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.952,0.999,0.869,0.991,0.950
organcmnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.866,0.991,0.950
organcmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.870,0.991,0.951
organcmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.945,0.999,0.848,0.989,0.949
organcmnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.946,0.999,0.864,0.990,0.949
organcmnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.958,0.999,0.857,0.990,0.951
organcmnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.999,0.862,0.990,0.950
organcmnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.999,0.857,0.989,0.949
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.956,0.999,0.862,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.954,0.999,0.866,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.942,0.999,0.867,0.991,0.948
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.959,0.999,0.875,0.992,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.957,0.999,0.861,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.955,0.999,0.859,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.962,0.999,0.877,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.863,0.991,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.959,1.000,0.875,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.962,0.999,0.874,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.952,0.999,0.865,0.991,0.950
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.954,0.999,0.866,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.962,0.999,0.867,0.991,0.952
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.948,0.999,0.865,0.991,0.949
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.957,0.999,0.877,0.992,0.951
organcmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.957,0.999,0.871,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.952,0.999,0.853,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.957,0.999,0.869,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.958,0.999,0.869,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.959,0.999,0.872,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.962,0.999,0.866,0.991,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.961,0.999,0.867,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.961,0.999,0.877,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.954,0.999,0.873,0.992,0.951
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.960,1.000,0.876,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.956,0.999,0.879,0.992,0.951
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.961,0.999,0.864,0.991,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.961,0.999,0.875,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.961,0.999,0.877,0.992,0.952
organcmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.964,1.000,0.876,0.992,0.953
organcmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.954,0.999,0.866,0.991,0.951
organcmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.957,0.999,0.871,0.991,0.951
organcmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.963,0.999,0.872,0.991,0.952
organcmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.872,0.991,0.951
organcmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.962,0.999,0.872,0.991,0.952
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.949,0.999,0.851,0.990,0.949
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.999,0.851,0.990,0.950
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.955,0.999,0.871,0.991,0.951
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.946,0.999,0.858,0.990,0.949
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.868,0.992,0.950
organcmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.872,0.991,0.950
organcmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.999,0.851,0.990,0.950
organcmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.868,0.991,0.950
organcmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.956,0.999,0.867,0.991,0.951
organcmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.955,0.999,0.868,0.991,0.951
organcmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.943,0.999,0.852,0.989,0.948
organcmnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.999,0.866,0.991,0.950
organcmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.954,0.999,0.856,0.990,0.950
organcmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.999,0.868,0.991,0.950
organcmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.999,0.862,0.990,0.950
organcmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.955,0.999,0.856,0.990,0.951
organcmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.953,0.999,0.868,0.991,0.950
organcmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.957,0.999,0.871,0.991,0.951
organcmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.871,0.991,0.950
organcmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.952,0.999,0.868,0.991,0.950
organcmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.999,0.863,0.990,0.950
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.957,0.999,0.865,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.961,0.999,0.865,0.991,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.961,0.999,0.876,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.958,0.999,0.868,0.991,0.951
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.961,1.000,0.878,0.992,0.952
organcmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.959,0.999,0.874,0.992,0.951
