Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
tissuemnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.622,0.901,0.617,0.901,0.789
tissuemnist,224,"BioMedCLIP,rad-dino,Hibou-B",concat,0,1,0.649,0.912,0.642,0.912,0.805
tissuemnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.634,0.908,0.632,0.909,0.797
tissuemnist,224,"BioMedCLIP,rad-dino,CheXagent",concat,0,1,0.644,0.912,0.641,0.911,0.803
tissuemnist,224,"BioMedCLIP,UNI,Hibou-B",concat,0,1,0.649,0.913,0.643,0.913,0.805
tissuemnist,224,"BioMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.642,0.911,0.641,0.913,0.801
tissuemnist,224,"BioMedCLIP,UNI,CheXagent",concat,0,1,0.650,0.914,0.647,0.913,0.806
tissuemnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.663,0.920,0.662,0.921,0.813
tissuemnist,224,"BioMedCLIP,Hibou-B,CheXagent",concat,0,1,0.664,0.921,0.663,0.920,0.814
tissuemnist,224,"BioMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.650,0.915,0.650,0.915,0.806
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino",concat,0,1,0.609,0.893,0.608,0.895,0.780
tissuemnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.624,0.900,0.620,0.901,0.790
tissuemnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.649,0.913,0.644,0.914,0.805
tissuemnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.638,0.909,0.638,0.911,0.799
tissuemnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.644,0.912,0.645,0.912,0.803
tissuemnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.620,0.899,0.615,0.898,0.787
tissuemnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.647,0.912,0.643,0.912,0.804
tissuemnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.638,0.909,0.637,0.910,0.799
tissuemnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.643,0.913,0.644,0.912,0.802
tissuemnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.648,0.912,0.645,0.913,0.804
tissuemnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.644,0.912,0.643,0.914,0.803
tissuemnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.648,0.915,0.649,0.914,0.805
tissuemnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.667,0.920,0.663,0.922,0.815
tissuemnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.663,0.921,0.665,0.921,0.814
tissuemnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.652,0.916,0.654,0.917,0.807
tissuemnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.622,0.899,0.615,0.900,0.788
tissuemnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.645,0.912,0.642,0.912,0.803
tissuemnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.633,0.906,0.633,0.908,0.796
tissuemnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.643,0.912,0.642,0.911,0.802
tissuemnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.645,0.912,0.644,0.913,0.803
tissuemnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.641,0.910,0.640,0.912,0.801
tissuemnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.647,0.914,0.647,0.914,0.804
tissuemnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.659,0.918,0.659,0.920,0.811
tissuemnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.664,0.921,0.662,0.921,0.814
tissuemnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.648,0.915,0.652,0.915,0.805
tissuemnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.642,0.912,0.640,0.912,0.802
tissuemnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.643,0.910,0.642,0.912,0.801
tissuemnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.648,0.915,0.648,0.914,0.805
tissuemnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.663,0.919,0.660,0.920,0.813
tissuemnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.662,0.920,0.661,0.920,0.813
tissuemnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.650,0.915,0.650,0.916,0.806
tissuemnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.660,0.919,0.658,0.921,0.812
tissuemnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.663,0.921,0.662,0.921,0.814
tissuemnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.654,0.917,0.656,0.918,0.808
tissuemnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.670,0.922,0.668,0.923,0.817
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.622,0.899,0.616,0.899,0.788
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.627,0.903,0.628,0.904,0.792
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.651,0.914,0.647,0.915,0.806
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.643,0.910,0.639,0.913,0.802
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.647,0.914,0.646,0.913,0.804
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.627,0.902,0.622,0.903,0.792
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.649,0.914,0.645,0.914,0.805
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.642,0.911,0.639,0.912,0.801
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.649,0.913,0.645,0.913,0.805
tissuemnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.652,0.914,0.647,0.914,0.806
tissuemnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.648,0.913,0.647,0.915,0.805
tissuemnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.654,0.915,0.650,0.915,0.808
tissuemnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.665,0.921,0.665,0.922,0.814
tissuemnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.666,0.921,0.663,0.921,0.815
tissuemnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.655,0.917,0.656,0.917,0.809
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.626,0.903,0.622,0.903,0.792
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.649,0.913,0.646,0.914,0.805
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.642,0.909,0.639,0.911,0.800
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.645,0.913,0.644,0.912,0.803
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.650,0.913,0.644,0.914,0.805
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.647,0.912,0.645,0.914,0.803
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.648,0.915,0.648,0.914,0.805
tissuemnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.662,0.919,0.663,0.921,0.813
tissuemnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.664,0.921,0.663,0.921,0.814
tissuemnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.652,0.916,0.651,0.916,0.807
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.648,0.913,0.644,0.914,0.805
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.646,0.912,0.644,0.914,0.803
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.652,0.915,0.649,0.914,0.807
tissuemnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.662,0.920,0.662,0.921,0.813
tissuemnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.662,0.921,0.662,0.920,0.813
tissuemnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.651,0.916,0.651,0.917,0.807
tissuemnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.665,0.920,0.662,0.921,0.814
tissuemnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.664,0.921,0.664,0.921,0.814
tissuemnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.656,0.917,0.655,0.918,0.809
tissuemnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.671,0.923,0.670,0.923,0.818
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.628,0.902,0.623,0.903,0.792
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.652,0.913,0.646,0.914,0.806
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.642,0.911,0.642,0.912,0.801
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.646,0.914,0.647,0.913,0.804
tissuemnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.652,0.913,0.648,0.914,0.806
tissuemnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.647,0.913,0.648,0.914,0.804
tissuemnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.652,0.915,0.651,0.915,0.807
tissuemnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.665,0.920,0.665,0.922,0.814
tissuemnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.666,0.921,0.663,0.921,0.815
tissuemnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.655,0.917,0.655,0.918,0.809
tissuemnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.646,0.913,0.645,0.913,0.804
tissuemnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.648,0.913,0.645,0.914,0.804
tissuemnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.652,0.916,0.651,0.915,0.807
tissuemnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.667,0.920,0.664,0.922,0.815
tissuemnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.667,0.921,0.662,0.921,0.815
tissuemnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.657,0.917,0.655,0.918,0.810
tissuemnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.667,0.920,0.665,0.922,0.815
tissuemnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.668,0.922,0.664,0.922,0.816
tissuemnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.661,0.918,0.659,0.919,0.812
tissuemnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.671,0.923,0.670,0.924,0.818
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.646,0.913,0.645,0.913,0.804
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.647,0.912,0.643,0.913,0.803
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.650,0.915,0.649,0.915,0.806
tissuemnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.661,0.919,0.660,0.921,0.812
tissuemnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.663,0.921,0.663,0.921,0.814
tissuemnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.651,0.916,0.653,0.917,0.807
tissuemnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.662,0.919,0.661,0.921,0.812
tissuemnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.664,0.921,0.664,0.921,0.814
tissuemnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.655,0.917,0.658,0.918,0.809
tissuemnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.670,0.922,0.669,0.923,0.817
tissuemnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.664,0.919,0.661,0.921,0.813
tissuemnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.665,0.921,0.664,0.921,0.814
tissuemnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.656,0.918,0.657,0.919,0.810
tissuemnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.669,0.923,0.669,0.923,0.817
tissuemnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.669,0.923,0.669,0.924,0.817
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.632,0.905,0.627,0.906,0.795
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.651,0.914,0.649,0.915,0.806
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.648,0.912,0.644,0.914,0.804
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.651,0.915,0.646,0.914,0.806
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.649,0.914,0.649,0.915,0.805
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.653,0.914,0.648,0.916,0.807
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.653,0.916,0.653,0.916,0.808
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.666,0.921,0.665,0.923,0.815
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.667,0.921,0.662,0.921,0.815
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.658,0.918,0.656,0.918,0.810
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.651,0.914,0.647,0.914,0.806
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.650,0.914,0.648,0.916,0.806
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.653,0.916,0.651,0.916,0.807
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.667,0.921,0.665,0.922,0.815
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.666,0.922,0.664,0.921,0.815
tissuemnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.658,0.918,0.657,0.918,0.810
tissuemnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.668,0.921,0.665,0.923,0.815
tissuemnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.666,0.921,0.663,0.922,0.815
tissuemnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.662,0.918,0.660,0.920,0.812
tissuemnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.672,0.924,0.671,0.924,0.818
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.649,0.914,0.646,0.914,0.805
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.650,0.913,0.647,0.915,0.805
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.652,0.916,0.651,0.915,0.807
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.664,0.919,0.661,0.921,0.813
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.661,0.921,0.662,0.921,0.813
tissuemnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.656,0.917,0.654,0.917,0.809
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.664,0.920,0.662,0.922,0.814
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.665,0.921,0.664,0.921,0.814
tissuemnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.657,0.918,0.658,0.919,0.810
tissuemnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.671,0.923,0.669,0.923,0.818
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.665,0.920,0.664,0.922,0.814
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.666,0.921,0.664,0.921,0.815
tissuemnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.658,0.918,0.656,0.919,0.811
tissuemnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.672,0.923,0.669,0.924,0.818
tissuemnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.673,0.924,0.670,0.924,0.819
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.651,0.914,0.647,0.914,0.806
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.650,0.914,0.649,0.916,0.805
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.651,0.916,0.652,0.916,0.807
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.668,0.920,0.665,0.922,0.815
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.665,0.921,0.664,0.922,0.815
tissuemnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.657,0.918,0.656,0.918,0.810
tissuemnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.666,0.920,0.666,0.923,0.814
tissuemnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.666,0.922,0.664,0.922,0.815
tissuemnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.662,0.919,0.661,0.920,0.812
tissuemnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.674,0.924,0.670,0.924,0.819
tissuemnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.667,0.920,0.665,0.922,0.815
tissuemnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.667,0.921,0.664,0.922,0.816
tissuemnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.659,0.919,0.660,0.920,0.811
tissuemnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.673,0.924,0.672,0.924,0.819
tissuemnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.673,0.924,0.672,0.925,0.819
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.663,0.919,0.662,0.921,0.813
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.665,0.921,0.664,0.921,0.814
tissuemnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.657,0.918,0.657,0.919,0.810
tissuemnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.670,0.923,0.669,0.924,0.817
tissuemnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.670,0.923,0.669,0.924,0.817
tissuemnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.670,0.923,0.669,0.924,0.817
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.650,0.915,0.648,0.915,0.806
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.653,0.915,0.650,0.917,0.807
tissuemnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.653,0.917,0.653,0.916,0.808
