Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
organsmnist,224,"rad-dino,Prov-GigaPath",concat,0,1,0.850,0.990,0.758,0.972,0.916
organsmnist,224,"rad-dino,CheXagent",concat,0,1,0.855,0.990,0.766,0.973,0.918
organsmnist,224,"UNI,Hibou-B",concat,0,1,0.875,0.989,0.768,0.973,0.926
organsmnist,224,"UNI,Prov-GigaPath",concat,0,1,0.862,0.990,0.772,0.975,0.921
organsmnist,224,"UNI,CheXagent",concat,0,1,0.864,0.990,0.774,0.975,0.922
organsmnist,224,"Hibou-B,Prov-GigaPath",concat,0,1,0.865,0.990,0.761,0.974,0.922
organsmnist,224,"Hibou-B,CheXagent",concat,0,1,0.867,0.990,0.766,0.973,0.923
organsmnist,224,"Prov-GigaPath,CheXagent",concat,0,1,0.860,0.990,0.769,0.974,0.920
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP",concat,0,1,0.861,0.991,0.752,0.972,0.921
organsmnist,224,"BioMedCLIP,CONCH,rad-dino",concat,0,1,0.860,0.990,0.749,0.971,0.920
organsmnist,224,"BioMedCLIP,CONCH,UNI",concat,0,1,0.878,0.991,0.760,0.973,0.928
organsmnist,224,"BioMedCLIP,CONCH,Hibou-B",concat,0,1,0.874,0.989,0.755,0.971,0.925
organsmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath",concat,0,1,0.879,0.992,0.751,0.972,0.928
organsmnist,224,"BioMedCLIP,CONCH,CheXagent",concat,0,1,0.862,0.990,0.763,0.973,0.921
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino",concat,0,1,0.869,0.992,0.757,0.973,0.924
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI",concat,0,1,0.877,0.992,0.775,0.976,0.928
organsmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B",concat,0,1,0.879,0.990,0.765,0.974,0.928
organsmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath",concat,0,1,0.874,0.991,0.762,0.973,0.926
organsmnist,224,"BioMedCLIP,PubMedCLIP,CheXagent",concat,0,1,0.863,0.991,0.772,0.975,0.922
organsmnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.873,0.992,0.767,0.973,0.926
organsmnist,224,"BioMedCLIP,rad-dino,Hibou-B",concat,0,1,0.882,0.991,0.760,0.972,0.929
organsmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.865,0.992,0.766,0.974,0.923
organsmnist,224,"BioMedCLIP,rad-dino,CheXagent",concat,0,1,0.864,0.991,0.770,0.973,0.922
organsmnist,224,"BioMedCLIP,UNI,Hibou-B",concat,0,1,0.888,0.991,0.766,0.973,0.932
organsmnist,224,"BioMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.878,0.992,0.776,0.976,0.928
organsmnist,224,"BioMedCLIP,UNI,CheXagent",concat,0,1,0.872,0.991,0.775,0.976,0.925
organsmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.877,0.991,0.768,0.974,0.927
organsmnist,224,"BioMedCLIP,Hibou-B,CheXagent",concat,0,1,0.872,0.991,0.770,0.974,0.925
organsmnist,224,"BioMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.867,0.991,0.771,0.974,0.923
organsmnist,224,"CONCH,PubMedCLIP,rad-dino",concat,0,1,0.852,0.991,0.749,0.973,0.917
organsmnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.859,0.990,0.766,0.974,0.920
organsmnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.867,0.989,0.763,0.973,0.923
organsmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.857,0.991,0.758,0.974,0.919
organsmnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.852,0.990,0.768,0.975,0.917
organsmnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.840,0.988,0.754,0.971,0.911
organsmnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.862,0.989,0.753,0.971,0.920
organsmnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.852,0.990,0.752,0.972,0.917
organsmnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.856,0.990,0.761,0.973,0.918
organsmnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.865,0.989,0.762,0.973,0.922
organsmnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.865,0.990,0.768,0.974,0.922
organsmnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.863,0.990,0.769,0.974,0.921
organsmnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.867,0.989,0.760,0.973,0.922
organsmnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.868,0.990,0.768,0.974,0.923
organsmnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.858,0.991,0.766,0.974,0.920
organsmnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.873,0.992,0.774,0.975,0.926
organsmnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.872,0.990,0.763,0.973,0.925
organsmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.865,0.992,0.767,0.976,0.922
organsmnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.867,0.991,0.769,0.975,0.923
organsmnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.878,0.990,0.772,0.975,0.927
organsmnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.879,0.991,0.781,0.977,0.928
organsmnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.867,0.991,0.781,0.976,0.923
organsmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.878,0.990,0.777,0.975,0.927
organsmnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.876,0.991,0.775,0.975,0.927
organsmnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.865,0.991,0.773,0.976,0.922
organsmnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.876,0.990,0.769,0.973,0.926
organsmnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.863,0.991,0.770,0.975,0.922
organsmnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.861,0.991,0.776,0.975,0.921
organsmnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.875,0.990,0.765,0.974,0.926
organsmnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.875,0.991,0.769,0.974,0.926
organsmnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.863,0.991,0.769,0.975,0.922
organsmnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.873,0.990,0.774,0.976,0.925
organsmnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.880,0.991,0.775,0.975,0.928
organsmnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.991,0.780,0.976,0.925
organsmnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.990,0.777,0.975,0.925
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.874,0.992,0.759,0.974,0.926
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.868,0.991,0.775,0.975,0.924
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.875,0.990,0.763,0.974,0.926
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.872,0.992,0.763,0.974,0.926
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.863,0.991,0.775,0.975,0.922
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.863,0.991,0.766,0.973,0.921
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.876,0.990,0.761,0.973,0.927
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.872,0.992,0.764,0.974,0.925
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.867,0.991,0.768,0.974,0.923
organsmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.885,0.991,0.768,0.974,0.930
organsmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.882,0.992,0.773,0.975,0.930
organsmnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.872,0.991,0.774,0.975,0.925
organsmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.883,0.991,0.767,0.974,0.930
organsmnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.871,0.990,0.773,0.974,0.925
organsmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.991,0.771,0.975,0.925
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.885,0.992,0.781,0.976,0.931
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.886,0.991,0.766,0.975,0.931
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.878,0.992,0.772,0.975,0.928
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.867,0.992,0.772,0.975,0.924
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.888,0.991,0.777,0.976,0.932
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.882,0.992,0.781,0.977,0.929
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.870,0.991,0.782,0.977,0.924
organsmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.887,0.992,0.778,0.976,0.931
organsmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.873,0.991,0.777,0.976,0.926
organsmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.866,0.991,0.780,0.976,0.923
organsmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.889,0.991,0.768,0.973,0.932
organsmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.878,0.992,0.777,0.976,0.928
organsmnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.872,0.991,0.775,0.976,0.925
organsmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.887,0.992,0.771,0.975,0.931
organsmnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.881,0.991,0.774,0.975,0.929
organsmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.870,0.992,0.771,0.975,0.925
organsmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.991,0.776,0.975,0.931
organsmnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.883,0.991,0.779,0.976,0.929
organsmnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.878,0.992,0.776,0.976,0.928
organsmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.882,0.991,0.778,0.975,0.929
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.871,0.991,0.771,0.975,0.925
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.868,0.990,0.764,0.973,0.923
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.868,0.992,0.764,0.975,0.924
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.854,0.991,0.768,0.975,0.918
organsmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.881,0.990,0.773,0.975,0.929
organsmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.869,0.991,0.780,0.977,0.924
organsmnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.866,0.990,0.772,0.976,0.922
organsmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.884,0.990,0.773,0.975,0.930
organsmnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.865,0.990,0.777,0.975,0.922
organsmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.856,0.991,0.777,0.976,0.919
organsmnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.874,0.990,0.768,0.973,0.925
organsmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.863,0.991,0.767,0.974,0.922
organsmnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.865,0.991,0.774,0.975,0.923
organsmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.871,0.990,0.767,0.974,0.924
organsmnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.869,0.990,0.770,0.974,0.924
organsmnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.865,0.991,0.768,0.975,0.923
organsmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.874,0.990,0.771,0.975,0.926
organsmnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.878,0.990,0.772,0.975,0.927
organsmnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.867,0.991,0.773,0.975,0.923
organsmnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.874,0.991,0.775,0.975,0.926
organsmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.880,0.991,0.773,0.975,0.928
organsmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.882,0.992,0.781,0.977,0.930
organsmnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.869,0.992,0.782,0.976,0.924
organsmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.878,0.991,0.774,0.976,0.928
organsmnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.873,0.991,0.779,0.976,0.926
organsmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.876,0.992,0.776,0.976,0.927
organsmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.883,0.991,0.780,0.977,0.929
organsmnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.877,0.991,0.784,0.977,0.927
organsmnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.867,0.991,0.783,0.977,0.923
organsmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.878,0.992,0.779,0.977,0.928
organsmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.880,0.991,0.780,0.976,0.928
organsmnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.877,0.991,0.780,0.976,0.927
organsmnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.876,0.992,0.779,0.976,0.927
organsmnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.883,0.991,0.777,0.976,0.930
organsmnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.889,0.991,0.780,0.977,0.932
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.881,0.992,0.777,0.976,0.929
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.883,0.991,0.765,0.974,0.930
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.879,0.993,0.767,0.975,0.929
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.866,0.991,0.774,0.976,0.923
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.883,0.991,0.779,0.976,0.930
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.877,0.992,0.779,0.977,0.928
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.867,0.991,0.781,0.976,0.923
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.991,0.774,0.976,0.930
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.874,0.991,0.776,0.976,0.926
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.865,0.991,0.777,0.976,0.923
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.883,0.991,0.774,0.974,0.930
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.876,0.992,0.775,0.975,0.927
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.875,0.992,0.777,0.976,0.927
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.883,0.991,0.772,0.974,0.930
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.874,0.991,0.777,0.975,0.926
organsmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.875,0.992,0.773,0.975,0.927
organsmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.991,0.778,0.976,0.930
organsmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.882,0.991,0.780,0.976,0.929
organsmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.876,0.991,0.777,0.976,0.927
organsmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.879,0.991,0.777,0.976,0.928
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.893,0.992,0.778,0.975,0.934
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.885,0.992,0.785,0.977,0.931
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.877,0.992,0.779,0.976,0.927
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.891,0.992,0.774,0.976,0.933
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.883,0.992,0.777,0.976,0.930
organsmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.875,0.992,0.777,0.976,0.927
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.888,0.992,0.784,0.977,0.932
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.884,0.991,0.786,0.977,0.930
organsmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.875,0.991,0.783,0.977,0.926
organsmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.876,0.992,0.782,0.977,0.927
organsmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.890,0.992,0.779,0.975,0.933
organsmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.883,0.991,0.786,0.976,0.930
organsmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.878,0.992,0.780,0.976,0.928
organsmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.882,0.992,0.776,0.976,0.929
organsmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.887,0.991,0.783,0.977,0.931
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.878,0.991,0.775,0.975,0.927
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.882,0.992,0.776,0.976,0.930
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.873,0.991,0.778,0.976,0.926
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.991,0.771,0.976,0.930
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.872,0.991,0.776,0.976,0.925
organsmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.860,0.991,0.770,0.976,0.921
organsmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.881,0.991,0.781,0.977,0.929
organsmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.881,0.991,0.785,0.976,0.929
organsmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.861,0.991,0.779,0.977,0.921
organsmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.875,0.991,0.780,0.977,0.926
organsmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.878,0.991,0.778,0.975,0.928
organsmnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.879,0.991,0.779,0.976,0.928
organsmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.991,0.780,0.976,0.925
organsmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.880,0.991,0.773,0.975,0.929
organsmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.883,0.991,0.783,0.976,0.929
organsmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.887,0.991,0.781,0.977,0.931
organsmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.883,0.992,0.783,0.977,0.930
organsmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.876,0.992,0.786,0.977,0.927
organsmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.882,0.992,0.780,0.977,0.930
organsmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.889,0.992,0.788,0.978,0.932
organsmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.883,0.991,0.786,0.977,0.930
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.992,0.780,0.975,0.931
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.884,0.993,0.784,0.977,0.931
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.868,0.991,0.782,0.977,0.924
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.888,0.992,0.776,0.976,0.932
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.874,0.991,0.779,0.976,0.926
organsmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.869,0.992,0.779,0.977,0.925
