Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP",concat,0,1,0.949,0.781,0.948,0.777,0.839
chestmnist,224,"BioMedCLIP,CONCH,rad-dino",concat,0,1,0.950,0.826,0.948,0.818,0.865
chestmnist,224,"BioMedCLIP,CONCH,UNI",concat,0,1,0.949,0.788,0.948,0.784,0.843
chestmnist,224,"BioMedCLIP,CONCH,Hibou-B",concat,0,1,0.949,0.781,0.948,0.778,0.838
chestmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath",concat,0,1,0.950,0.792,0.948,0.789,0.845
chestmnist,224,"BioMedCLIP,CONCH,CheXagent",concat,0,1,0.950,0.831,0.949,0.830,0.869
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino",concat,0,1,0.950,0.826,0.948,0.821,0.866
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI",concat,0,1,0.950,0.790,0.948,0.786,0.844
chestmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B",concat,0,1,0.950,0.781,0.948,0.779,0.839
chestmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath",concat,0,1,0.950,0.791,0.948,0.788,0.844
chestmnist,224,"BioMedCLIP,PubMedCLIP,CheXagent",concat,0,1,0.950,0.831,0.949,0.828,0.869
chestmnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.950,0.828,0.948,0.821,0.867
chestmnist,224,"BioMedCLIP,rad-dino,Hibou-B",concat,0,1,0.950,0.826,0.948,0.819,0.866
chestmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.828,0.949,0.819,0.867
chestmnist,224,"BioMedCLIP,rad-dino,CheXagent",concat,0,1,0.950,0.839,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,UNI,Hibou-B",concat,0,1,0.950,0.787,0.948,0.788,0.842
chestmnist,224,"BioMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.950,0.792,0.948,0.792,0.845
chestmnist,224,"BioMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.791,0.948,0.789,0.844
chestmnist,224,"BioMedCLIP,Hibou-B,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.831,0.949,0.829,0.869
chestmnist,224,"CONCH,PubMedCLIP,rad-dino",concat,0,1,0.950,0.822,0.948,0.815,0.863
chestmnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.949,0.763,0.948,0.763,0.828
chestmnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.949,0.746,0.948,0.746,0.818
chestmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.949,0.762,0.948,0.762,0.827
chestmnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.950,0.831,0.949,0.829,0.868
chestmnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.950,0.825,0.948,0.815,0.865
chestmnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.950,0.821,0.948,0.816,0.863
chestmnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.824,0.948,0.814,0.865
chestmnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.951,0.838,0.949,0.835,0.873
chestmnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.949,0.757,0.948,0.759,0.824
chestmnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.949,0.775,0.948,0.770,0.835
chestmnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.828,0.868
chestmnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.762,0.948,0.762,0.827
chestmnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.950,0.831,0.949,0.829,0.869
chestmnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.829,0.867
chestmnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.950,0.828,0.948,0.815,0.867
chestmnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.950,0.826,0.948,0.818,0.866
chestmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.823,0.948,0.816,0.864
chestmnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.950,0.839,0.949,0.835,0.874
chestmnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.949,0.766,0.948,0.762,0.829
chestmnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.949,0.776,0.948,0.769,0.835
chestmnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.765,0.948,0.764,0.829
chestmnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.950,0.827,0.949,0.831,0.866
chestmnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.829,0.867
chestmnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.826,0.948,0.817,0.866
chestmnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.817,0.865
chestmnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.951,0.837,0.949,0.834,0.873
chestmnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.817,0.865
chestmnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.837,0.949,0.834,0.872
chestmnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.837,0.949,0.834,0.873
chestmnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.771,0.948,0.769,0.832
chestmnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.828,0.949,0.829,0.867
chestmnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.829,0.867
chestmnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.827,0.867
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.950,0.825,0.948,0.816,0.865
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.949,0.788,0.948,0.785,0.843
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.949,0.781,0.948,0.778,0.839
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.950,0.793,0.948,0.786,0.846
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.950,0.831,0.949,0.828,0.869
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.950,0.826,0.948,0.822,0.866
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.950,0.827,0.948,0.821,0.866
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.819,0.867
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.950,0.837,0.949,0.833,0.872
chestmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.949,0.790,0.948,0.786,0.844
chestmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.949,0.792,0.948,0.792,0.845
chestmnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.792,0.948,0.789,0.845
chestmnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.827,0.868
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.950,0.828,0.948,0.822,0.867
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.950,0.827,0.948,0.819,0.866
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.819,0.865
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.950,0.837,0.949,0.836,0.872
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.950,0.788,0.948,0.789,0.843
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.950,0.793,0.948,0.792,0.846
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.794,0.948,0.788,0.846
chestmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.950,0.829,0.949,0.828,0.868
chestmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.827,0.867
chestmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.827,0.948,0.822,0.866
chestmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.828,0.948,0.821,0.867
chestmnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.951,0.837,0.949,0.834,0.872
chestmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.819,0.866
chestmnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.840,0.949,0.836,0.874
chestmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.839,0.949,0.835,0.873
chestmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.794,0.948,0.791,0.847
chestmnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.827,0.949,0.829,0.866
chestmnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.828,0.867
chestmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.950,0.827,0.948,0.817,0.866
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.950,0.823,0.948,0.817,0.864
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.826,0.948,0.814,0.866
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.951,0.837,0.949,0.835,0.872
chestmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.949,0.763,0.948,0.761,0.827
chestmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.949,0.775,0.948,0.773,0.835
chestmnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.829,0.949,0.829,0.867
chestmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.766,0.948,0.764,0.829
chestmnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.950,0.831,0.949,0.827,0.868
chestmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.828,0.867
chestmnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.825,0.948,0.816,0.865
chestmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.826,0.948,0.814,0.865
chestmnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.836,0.949,0.834,0.872
chestmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.824,0.948,0.814,0.865
chestmnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.837,0.949,0.837,0.872
chestmnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.836,0.949,0.835,0.872
chestmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.772,0.948,0.771,0.833
chestmnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.831,0.949,0.830,0.869
chestmnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.827,0.868
chestmnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.825,0.948,0.818,0.865
chestmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.818,0.865
chestmnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.837,0.949,0.835,0.872
chestmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.824,0.948,0.818,0.864
chestmnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.837,0.949,0.835,0.872
chestmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.838,0.949,0.834,0.873
chestmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.774,0.948,0.773,0.835
chestmnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.830,0.949,0.830,0.868
chestmnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.827,0.867
chestmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.830,0.949,0.827,0.868
chestmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.824,0.948,0.815,0.864
chestmnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.838,0.949,0.835,0.873
chestmnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.838,0.949,0.833,0.873
chestmnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.839,0.949,0.834,0.873
chestmnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.829,0.867
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.950,0.827,0.949,0.819,0.866
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.950,0.828,0.949,0.819,0.867
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.950,0.828,0.948,0.819,0.867
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.950,0.837,0.949,0.835,0.873
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.950,0.789,0.948,0.786,0.843
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.949,0.795,0.948,0.791,0.847
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.950,0.830,0.949,0.829,0.868
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.790,0.948,0.788,0.844
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.950,0.830,0.949,0.828,0.868
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.827,0.867
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.825,0.948,0.821,0.865
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.820,0.866
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.837,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.819,0.867
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.951,0.839,0.949,0.834,0.874
chestmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.837,0.949,0.833,0.872
chestmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.791,0.948,0.793,0.844
chestmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.829,0.949,0.829,0.867
chestmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.831,0.949,0.828,0.869
chestmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.827,0.867
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.826,0.948,0.821,0.866
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.827,0.949,0.819,0.866
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.839,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.821,0.866
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.839,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.839,0.949,0.835,0.873
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.795,0.948,0.795,0.847
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.829,0.949,0.830,0.868
chestmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.830,0.949,0.828,0.868
chestmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.827,0.867
chestmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.827,0.949,0.818,0.866
chestmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.951,0.838,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.838,0.949,0.833,0.873
chestmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.836,0.949,0.833,0.872
chestmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.828,0.867
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.828,0.948,0.816,0.867
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.823,0.948,0.816,0.864
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.838,0.949,0.834,0.873
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.817,0.865
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.951,0.835,0.949,0.833,0.871
chestmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.838,0.949,0.833,0.873
chestmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.949,0.774,0.948,0.773,0.834
chestmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.831,0.949,0.829,0.869
chestmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.829,0.949,0.830,0.867
chestmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.828,0.949,0.827,0.867
chestmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.824,0.948,0.816,0.864
chestmnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.951,0.836,0.949,0.835,0.872
chestmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.839,0.949,0.832,0.873
chestmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.838,0.949,0.834,0.873
chestmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.831,0.949,0.828,0.869
chestmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.826,0.948,0.817,0.866
chestmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.950,0.839,0.949,0.833,0.873
chestmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.837,0.949,0.834,0.872
chestmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.839,0.949,0.833,0.873
chestmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.950,0.830,0.949,0.828,0.868
chestmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.838,0.949,0.832,0.873
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.950,0.825,0.948,0.821,0.865
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.950,0.827,0.948,0.820,0.866
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.950,0.838,0.949,0.833,0.873
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.950,0.825,0.948,0.817,0.865
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.950,0.838,0.949,0.834,0.873
chestmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.951,0.838,0.949,0.833,0.873
