Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
bloodmnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.977,0.999,0.980,0.999,0.955
bloodmnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.982,1.000,0.984,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.978,0.999,0.978,0.999,0.955
bloodmnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.980,1.000,0.977,0.999,0.956
bloodmnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.977,0.999,0.978,0.999,0.955
bloodmnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.983,1.000,0.983,0.999,0.957
bloodmnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.977,1.000,0.980,0.999,0.955
bloodmnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.978,1.000,0.980,0.999,0.955
bloodmnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.983,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.982,1.000,0.981,0.999,0.956
bloodmnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.984,1.000,0.981,0.999,0.957
bloodmnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.985,1.000,0.984,0.999,0.957
bloodmnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.980,0.999,0.956
bloodmnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.971,0.999,0.976,0.999,0.954
bloodmnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.982,1.000,0.985,0.999,0.956
bloodmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.974,0.999,0.974,0.999,0.954
bloodmnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.976,0.999,0.976,0.999,0.955
bloodmnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.982,1.000,0.982,0.999,0.956
bloodmnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.975,1.000,0.980,0.999,0.955
bloodmnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.982,1.000,0.978,0.999,0.956
bloodmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.987,1.000,0.986,0.999,0.957
bloodmnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.975,0.999,0.956
bloodmnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.982,1.000,0.983,0.999,0.956
bloodmnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.977,1.000,0.982,0.999,0.955
bloodmnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.980,1.000,0.981,0.999,0.956
bloodmnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.987,1.000,0.958
bloodmnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.978,0.999,0.975,0.999,0.955
bloodmnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.991,1.000,0.987,1.000,0.958
bloodmnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.980,1.000,0.981,0.999,0.956
bloodmnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.973,0.999,0.976,0.999,0.954
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.976,0.999,0.982,0.999,0.955
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.980,1.000,0.985,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.978,0.999,0.981,0.999,0.955
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.980,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.975,0.999,0.979,0.999,0.955
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.982,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.978,1.000,0.980,0.999,0.955
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.984,1.000,0.984,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.978,1.000,0.982,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.985,1.000,0.980,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.974,0.999,0.979,0.999,0.955
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.980,1.000,0.984,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.973,0.999,0.976,0.999,0.954
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.977,0.999,0.976,0.999,0.955
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.984,1.000,0.984,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.977,1.000,0.982,0.999,0.955
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.981,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.984,1.000,0.987,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.981,0.999,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.983,1.000,0.984,0.999,0.956
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.978,1.000,0.982,0.999,0.955
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.982,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.986,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.986,1.000,0.958
bloodmnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.977,0.999,0.981,0.999,0.955
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.982,1.000,0.984,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.978,1.000,0.979,0.999,0.955
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.978,1.000,0.979,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.982,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.982,1.000,0.980,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.984,1.000,0.987,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.980,1.000,0.979,0.999,0.956
bloodmnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.982,1.000,0.984,0.999,0.956
bloodmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.982,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
bloodmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,0.999,0.957
bloodmnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.980,1.000,0.980,0.999,0.956
bloodmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.982,1.000,0.986,1.000,0.956
bloodmnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.983,0.999,0.957
bloodmnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.982,1.000,0.983,0.999,0.956
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.975,1.000,0.980,0.999,0.955
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.979,1.000,0.981,0.999,0.956
bloodmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.986,1.000,0.986,0.999,0.957
bloodmnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.981,0.999,0.978,0.999,0.956
bloodmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.986,1.000,0.986,1.000,0.957
bloodmnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.986,1.000,0.958
bloodmnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.988,1.000,0.986,1.000,0.957
bloodmnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.989,1.000,0.986,1.000,0.958
bloodmnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
bloodmnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.991,1.000,0.987,1.000,0.958
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.978,0.999,0.980,0.999,0.955
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.982,1.000,0.984,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.980,0.999,0.981,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.985,1.000,0.985,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.982,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.984,1.000,0.981,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.984,1.000,0.987,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.980,1.000,0.981,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.981,1.000,0.985,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.980,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.985,1.000,0.981,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.985,1.000,0.982,0.999,0.957
bloodmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.984,1.000,0.985,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.978,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.980,1.000,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.983,0.999,0.980,0.999,0.956
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.986,1.000,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
bloodmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.986,1.000,0.958
bloodmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.984,1.000,0.983,0.999,0.957
bloodmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.985,1.000,0.987,1.000,0.957
bloodmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.988,1.000,0.958
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.985,1.000,0.985,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.981,1.000,0.982,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.985,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.979,1.000,0.981,0.999,0.956
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.983,1.000,0.987,1.000,0.957
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.983,1.000,0.982,0.999,0.957
bloodmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.987,1.000,0.987,0.999,0.957
bloodmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.984,1.000,0.986,1.000,0.957
bloodmnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.987,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.984,0.999,0.956
bloodmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.985,1.000,0.957
bloodmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.986,1.000,0.958
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.985,1.000,0.986,1.000,0.957
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.988,1.000,0.987,1.000,0.958
bloodmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.982,1.000,0.981,0.999,0.956
bloodmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.988,1.000,0.987,1.000,0.958
bloodmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.989,1.000,0.987,1.000,0.958
bloodmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.990,1.000,0.987,1.000,0.958
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.983,1.000,0.985,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.980,1.000,0.983,0.999,0.956
bloodmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.984,1.000,0.982,0.999,0.957
