Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
retinamnist,224,"BioMedCLIP,CONCH,Prov-GigaPath",concat,0,1,0.567,0.818,0.647,0.847,0.717
retinamnist,224,"BioMedCLIP,CONCH,CheXagent",concat,0,1,0.600,0.835,0.645,0.862,0.741
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino",concat,0,1,0.575,0.827,0.603,0.817,0.726
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI",concat,0,1,0.600,0.846,0.593,0.823,0.748
retinamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B",concat,0,1,0.600,0.845,0.590,0.824,0.747
retinamnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath",concat,0,1,0.608,0.835,0.637,0.849,0.744
retinamnist,224,"BioMedCLIP,PubMedCLIP,CheXagent",concat,0,1,0.583,0.833,0.637,0.860,0.733
retinamnist,224,"BioMedCLIP,rad-dino,UNI",concat,0,1,0.625,0.846,0.598,0.829,0.758
retinamnist,224,"BioMedCLIP,rad-dino,Hibou-B",concat,0,1,0.608,0.852,0.608,0.826,0.754
retinamnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.592,0.828,0.660,0.854,0.734
retinamnist,224,"BioMedCLIP,rad-dino,CheXagent",concat,0,1,0.567,0.842,0.645,0.858,0.732
retinamnist,224,"BioMedCLIP,UNI,Hibou-B",concat,0,1,0.567,0.841,0.608,0.831,0.731
retinamnist,224,"BioMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.592,0.846,0.672,0.848,0.744
retinamnist,224,"BioMedCLIP,UNI,CheXagent",concat,0,1,0.575,0.839,0.652,0.855,0.734
retinamnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.844,0.650,0.855,0.747
retinamnist,224,"BioMedCLIP,Hibou-B,CheXagent",concat,0,1,0.608,0.845,0.630,0.862,0.750
retinamnist,224,"BioMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.845,0.675,0.870,0.750
retinamnist,224,"CONCH,PubMedCLIP,rad-dino",concat,0,1,0.600,0.844,0.623,0.829,0.747
retinamnist,224,"CONCH,PubMedCLIP,UNI",concat,0,1,0.642,0.865,0.613,0.836,0.776
retinamnist,224,"CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.608,0.856,0.588,0.831,0.757
retinamnist,224,"CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.600,0.832,0.640,0.857,0.739
retinamnist,224,"CONCH,PubMedCLIP,CheXagent",concat,0,1,0.592,0.840,0.657,0.863,0.741
retinamnist,224,"CONCH,rad-dino,UNI",concat,0,1,0.658,0.861,0.618,0.836,0.780
retinamnist,224,"CONCH,rad-dino,Hibou-B",concat,0,1,0.583,0.838,0.610,0.828,0.736
retinamnist,224,"CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.608,0.837,0.637,0.853,0.746
retinamnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.592,0.846,0.640,0.857,0.744
retinamnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.633,0.857,0.615,0.831,0.767
retinamnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.608,0.844,0.662,0.857,0.750
retinamnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.567,0.844,0.635,0.863,0.733
retinamnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.836,0.623,0.854,0.742
retinamnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.575,0.839,0.637,0.861,0.734
retinamnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.826,0.662,0.866,0.739
retinamnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.650,0.867,0.600,0.822,0.780
retinamnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.617,0.861,0.583,0.817,0.763
retinamnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.608,0.836,0.650,0.854,0.745
retinamnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.650,0.846,0.635,0.855,0.768
retinamnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.642,0.853,0.595,0.824,0.768
retinamnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.608,0.870,0.640,0.846,0.766
retinamnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.575,0.846,0.637,0.862,0.737
retinamnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.583,0.846,0.627,0.855,0.741
retinamnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.592,0.847,0.642,0.856,0.745
retinamnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.844,0.655,0.864,0.743
retinamnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.617,0.858,0.603,0.825,0.762
retinamnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.617,0.866,0.650,0.853,0.766
retinamnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.600,0.853,0.627,0.850,0.752
retinamnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.625,0.851,0.623,0.853,0.761
retinamnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.600,0.851,0.635,0.860,0.751
retinamnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.830,0.652,0.861,0.735
retinamnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.642,0.860,0.620,0.839,0.772
retinamnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.600,0.854,0.635,0.857,0.753
retinamnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.575,0.847,0.650,0.864,0.738
retinamnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.567,0.834,0.647,0.865,0.727
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.600,0.832,0.610,0.828,0.739
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.633,0.858,0.615,0.833,0.768
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.592,0.848,0.610,0.836,0.745
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.575,0.814,0.630,0.851,0.718
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.575,0.832,0.637,0.860,0.729
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.642,0.865,0.630,0.838,0.776
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.608,0.845,0.598,0.842,0.750
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.583,0.827,0.650,0.850,0.729
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.592,0.828,0.645,0.857,0.734
retinamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.617,0.861,0.613,0.836,0.763
retinamnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.608,0.830,0.655,0.851,0.741
retinamnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.567,0.834,0.667,0.864,0.727
retinamnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.608,0.823,0.655,0.859,0.737
retinamnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.575,0.837,0.645,0.861,0.732
retinamnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.833,0.672,0.866,0.750
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.617,0.841,0.598,0.821,0.751
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.608,0.845,0.608,0.826,0.750
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.583,0.831,0.645,0.852,0.732
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.608,0.837,0.660,0.858,0.746
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.608,0.847,0.593,0.830,0.752
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.583,0.848,0.632,0.852,0.742
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.567,0.842,0.635,0.860,0.732
retinamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.608,0.839,0.615,0.854,0.747
retinamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.533,0.843,0.640,0.857,0.719
retinamnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.583,0.841,0.660,0.867,0.738
retinamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.567,0.836,0.605,0.830,0.728
retinamnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.583,0.846,0.650,0.851,0.741
retinamnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.608,0.845,0.645,0.856,0.751
retinamnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.583,0.833,0.618,0.853,0.733
retinamnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.608,0.857,0.635,0.858,0.757
retinamnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.832,0.652,0.866,0.739
retinamnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.849,0.625,0.850,0.749
retinamnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.575,0.857,0.642,0.858,0.744
retinamnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.829,0.637,0.864,0.734
retinamnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.583,0.836,0.645,0.871,0.735
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.650,0.860,0.598,0.829,0.776
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.600,0.849,0.603,0.823,0.749
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.617,0.843,0.642,0.854,0.752
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.608,0.846,0.635,0.859,0.751
retinamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.633,0.865,0.593,0.829,0.772
retinamnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.650,0.854,0.657,0.853,0.772
retinamnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.592,0.839,0.642,0.855,0.740
retinamnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.617,0.845,0.623,0.852,0.754
retinamnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.608,0.843,0.645,0.857,0.749
retinamnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.841,0.650,0.863,0.745
retinamnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.633,0.855,0.623,0.833,0.766
retinamnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.608,0.851,0.672,0.854,0.754
retinamnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.600,0.859,0.645,0.858,0.756
retinamnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.617,0.857,0.618,0.855,0.761
retinamnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.567,0.843,0.630,0.860,0.733
retinamnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.833,0.660,0.865,0.740
retinamnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.658,0.860,0.662,0.853,0.780
retinamnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.592,0.857,0.635,0.865,0.751
retinamnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.617,0.837,0.667,0.864,0.749
retinamnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.842,0.660,0.872,0.745
retinamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.633,0.859,0.590,0.822,0.769
retinamnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.625,0.862,0.650,0.850,0.767
retinamnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.600,0.854,0.618,0.851,0.753
retinamnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.567,0.850,0.650,0.850,0.737
retinamnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.575,0.837,0.632,0.854,0.732
retinamnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.839,0.645,0.859,0.747
retinamnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.617,0.861,0.652,0.850,0.763
retinamnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.583,0.849,0.645,0.859,0.742
retinamnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.633,0.845,0.652,0.862,0.760
retinamnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.845,0.660,0.866,0.750
retinamnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.650,0.858,0.635,0.843,0.775
retinamnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.600,0.859,0.627,0.859,0.755
retinamnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.617,0.840,0.647,0.861,0.751
retinamnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.837,0.637,0.867,0.739
retinamnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.617,0.837,0.645,0.865,0.749
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.592,0.859,0.605,0.835,0.752
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.633,0.847,0.613,0.840,0.761
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.617,0.822,0.640,0.850,0.740
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.608,0.837,0.623,0.856,0.745
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.608,0.860,0.610,0.831,0.760
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.625,0.835,0.655,0.852,0.751
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.575,0.844,0.640,0.862,0.736
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.832,0.640,0.856,0.739
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.583,0.832,0.640,0.865,0.733
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.837,0.652,0.870,0.752
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.608,0.843,0.618,0.839,0.749
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.600,0.833,0.637,0.846,0.740
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.592,0.832,0.655,0.858,0.736
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.830,0.613,0.856,0.738
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.575,0.839,0.635,0.863,0.733
retinamnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.840,0.635,0.865,0.747
retinamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.642,0.836,0.630,0.851,0.758
retinamnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.550,0.841,0.652,0.865,0.725
retinamnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.819,0.623,0.860,0.728
retinamnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.833,0.650,0.870,0.737
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.592,0.844,0.590,0.826,0.743
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.600,0.844,0.645,0.852,0.747
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.600,0.841,0.632,0.854,0.745
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.583,0.832,0.630,0.853,0.732
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.617,0.845,0.635,0.855,0.753
retinamnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.847,0.655,0.862,0.758
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.862,0.613,0.846,0.757
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.533,0.847,0.635,0.858,0.721
retinamnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.828,0.642,0.863,0.747
retinamnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.583,0.845,0.637,0.873,0.740
retinamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.600,0.855,0.632,0.851,0.753
retinamnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.567,0.845,0.627,0.860,0.734
retinamnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.836,0.650,0.865,0.745
retinamnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.853,0.655,0.869,0.748
retinamnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.837,0.635,0.864,0.746
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.642,0.860,0.630,0.831,0.773
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.608,0.856,0.660,0.851,0.757
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.583,0.852,0.627,0.855,0.745
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.608,0.852,0.613,0.848,0.755
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.575,0.846,0.627,0.855,0.738
retinamnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.617,0.846,0.660,0.869,0.754
retinamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.642,0.861,0.640,0.855,0.773
retinamnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.567,0.850,0.652,0.865,0.736
retinamnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.845,0.665,0.859,0.757
retinamnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.842,0.645,0.866,0.745
retinamnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.633,0.858,0.660,0.855,0.768
retinamnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.567,0.856,0.637,0.865,0.740
retinamnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.600,0.849,0.650,0.858,0.750
retinamnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.583,0.833,0.662,0.862,0.733
retinamnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.575,0.828,0.662,0.868,0.727
retinamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.650,0.861,0.635,0.848,0.776
retinamnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.617,0.852,0.618,0.854,0.758
retinamnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.845,0.632,0.855,0.750
retinamnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.617,0.832,0.650,0.866,0.746
retinamnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.608,0.845,0.640,0.861,0.750
retinamnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.625,0.850,0.650,0.858,0.760
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.592,0.835,0.598,0.833,0.737
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.625,0.836,0.640,0.851,0.752
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.633,0.843,0.632,0.857,0.759
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.583,0.826,0.613,0.850,0.729
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.567,0.837,0.625,0.859,0.729
retinamnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.592,0.838,0.662,0.864,0.739
