Dataset,Image Size,Models,Fusion Method,Projection Dim,Epochs,Val Accuracy,Val AUC-ROC,Test Accuracy,Test AUC-ROC
breastmnist,224,"CONCH,rad-dino,CheXagent",concat,0,1,0.897,0.961,0.853,0.935,0.923
breastmnist,224,"CONCH,UNI,Hibou-B",concat,0,1,0.897,0.945,0.872,0.943,0.917
breastmnist,224,"CONCH,UNI,Prov-GigaPath",concat,0,1,0.936,0.967,0.885,0.958,0.934
breastmnist,224,"CONCH,UNI,CheXagent",concat,0,1,0.936,0.953,0.891,0.948,0.928
breastmnist,224,"CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.923,0.947,0.885,0.958,0.923
breastmnist,224,"CONCH,Hibou-B,CheXagent",concat,0,1,0.897,0.942,0.872,0.961,0.916
breastmnist,224,"CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.969,0.891,0.949,0.930
breastmnist,224,"PubMedCLIP,rad-dino,UNI",concat,0,1,0.897,0.945,0.859,0.881,0.917
breastmnist,224,"PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.859,0.922,0.846,0.909,0.893
breastmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.936,0.939,0.846,0.903,0.923
breastmnist,224,"PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.885,0.934,0.859,0.906,0.907
breastmnist,224,"PubMedCLIP,UNI,Hibou-B",concat,0,1,0.872,0.921,0.872,0.910,0.897
breastmnist,224,"PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.910,0.939,0.827,0.901,0.918
breastmnist,224,"PubMedCLIP,UNI,CheXagent",concat,0,1,0.910,0.943,0.846,0.922,0.919
breastmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.846,0.919,0.853,0.901,0.886
breastmnist,224,"PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.872,0.936,0.840,0.920,0.903
breastmnist,224,"PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.948,0.859,0.902,0.918
breastmnist,224,"rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.932,0.885,0.928,0.907
breastmnist,224,"rad-dino,UNI,Prov-GigaPath",concat,0,1,0.923,0.967,0.904,0.935,0.931
breastmnist,224,"rad-dino,UNI,CheXagent",concat,0,1,0.923,0.948,0.885,0.922,0.924
breastmnist,224,"rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.936,0.865,0.945,0.908
breastmnist,224,"rad-dino,Hibou-B,CheXagent",concat,0,1,0.885,0.941,0.853,0.939,0.910
breastmnist,224,"rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.960,0.865,0.945,0.926
breastmnist,224,"UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.932,0.878,0.948,0.907
breastmnist,224,"UNI,Hibou-B,CheXagent",concat,0,1,0.897,0.937,0.878,0.939,0.914
breastmnist,224,"UNI,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.950,0.878,0.934,0.922
breastmnist,224,"Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.945,0.865,0.957,0.912
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino",concat,0,1,0.910,0.933,0.878,0.937,0.915
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI",concat,0,1,0.923,0.939,0.885,0.924,0.920
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B",concat,0,1,0.885,0.942,0.872,0.946,0.910
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath",concat,0,1,0.910,0.939,0.865,0.936,0.918
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,CheXagent",concat,0,1,0.910,0.946,0.885,0.937,0.920
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI",concat,0,1,0.910,0.940,0.891,0.951,0.918
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B",concat,0,1,0.885,0.955,0.878,0.942,0.916
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath",concat,0,1,0.872,0.940,0.897,0.943,0.905
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,CheXagent",concat,0,1,0.910,0.951,0.904,0.939,0.922
breastmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B",concat,0,1,0.910,0.949,0.865,0.942,0.922
breastmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath",concat,0,1,0.923,0.937,0.904,0.943,0.920
breastmnist,224,"BioMedCLIP,CONCH,UNI,CheXagent",concat,0,1,0.897,0.940,0.904,0.945,0.915
breastmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath",concat,0,1,0.923,0.946,0.891,0.948,0.923
breastmnist,224,"BioMedCLIP,CONCH,Hibou-B,CheXagent",concat,0,1,0.923,0.947,0.878,0.951,0.924
breastmnist,224,"BioMedCLIP,CONCH,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.954,0.891,0.936,0.915
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI",concat,0,1,0.910,0.957,0.878,0.923,0.925
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.872,0.932,0.878,0.939,0.902
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.897,0.949,0.865,0.931,0.919
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.897,0.941,0.885,0.920,0.915
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.885,0.939,0.891,0.937,0.909
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.885,0.940,0.872,0.936,0.910
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,CheXagent",concat,0,1,0.897,0.934,0.878,0.940,0.913
breastmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.931,0.885,0.940,0.906
breastmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.885,0.942,0.897,0.944,0.911
breastmnist,224,"BioMedCLIP,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.941,0.891,0.931,0.910
breastmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.964,0.885,0.947,0.919
breastmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.897,0.936,0.910,0.948,0.913
breastmnist,224,"BioMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.910,0.957,0.885,0.954,0.925
breastmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.859,0.927,0.885,0.943,0.895
breastmnist,224,"BioMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.885,0.957,0.878,0.938,0.916
breastmnist,224,"BioMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.962,0.910,0.938,0.930
breastmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.872,0.944,0.891,0.943,0.906
breastmnist,224,"BioMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.910,0.947,0.885,0.947,0.921
breastmnist,224,"BioMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.952,0.897,0.950,0.920
breastmnist,224,"BioMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.942,0.891,0.945,0.911
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.897,0.945,0.865,0.926,0.917
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.897,0.926,0.833,0.917,0.910
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.897,0.934,0.846,0.929,0.913
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.897,0.939,0.846,0.927,0.915
breastmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.885,0.927,0.859,0.922,0.905
breastmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.897,0.942,0.846,0.932,0.916
breastmnist,224,"CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.897,0.944,0.865,0.931,0.917
breastmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.926,0.840,0.931,0.904
breastmnist,224,"CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.885,0.933,0.833,0.937,0.907
breastmnist,224,"CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.942,0.859,0.931,0.916
breastmnist,224,"CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.897,0.942,0.897,0.939,0.916
breastmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.897,0.969,0.897,0.962,0.927
breastmnist,224,"CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.936,0.962,0.885,0.952,0.932
breastmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.923,0.940,0.872,0.958,0.921
breastmnist,224,"CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.910,0.957,0.872,0.953,0.925
breastmnist,224,"CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.951,0.885,0.955,0.919
breastmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.897,0.947,0.885,0.956,0.918
breastmnist,224,"CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.910,0.942,0.891,0.953,0.919
breastmnist,224,"CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.963,0.878,0.957,0.930
breastmnist,224,"CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.951,0.885,0.961,0.914
breastmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.938,0.846,0.884,0.909
breastmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.923,0.943,0.846,0.904,0.922
breastmnist,224,"PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.910,0.949,0.846,0.906,0.922
breastmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.859,0.906,0.853,0.911,0.886
breastmnist,224,"PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.885,0.937,0.853,0.919,0.909
breastmnist,224,"PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.943,0.853,0.916,0.916
breastmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.872,0.933,0.853,0.914,0.902
breastmnist,224,"PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.910,0.926,0.865,0.932,0.913
breastmnist,224,"PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.942,0.846,0.913,0.922
breastmnist,224,"PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.933,0.846,0.928,0.907
breastmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.936,0.891,0.950,0.908
breastmnist,224,"rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.885,0.929,0.885,0.938,0.905
breastmnist,224,"rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.965,0.878,0.941,0.928
breastmnist,224,"rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.941,0.865,0.954,0.915
breastmnist,224,"UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.912,0.885,0.945,0.904
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI",concat,0,1,0.897,0.944,0.885,0.936,0.917
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B",concat,0,1,0.897,0.937,0.878,0.939,0.914
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath",concat,0,1,0.910,0.941,0.872,0.933,0.918
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,CheXagent",concat,0,1,0.923,0.938,0.878,0.934,0.920
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Hibou-B",concat,0,1,0.885,0.947,0.885,0.944,0.913
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,Prov-GigaPath",concat,0,1,0.910,0.941,0.878,0.934,0.918
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,UNI,CheXagent",concat,0,1,0.897,0.938,0.878,0.940,0.914
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.934,0.885,0.940,0.907
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Hibou-B,CheXagent",concat,0,1,0.910,0.938,0.891,0.944,0.917
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.942,0.885,0.946,0.916
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.949,0.897,0.946,0.913
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.897,0.943,0.897,0.946,0.916
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,UNI,CheXagent",concat,0,1,0.897,0.949,0.904,0.942,0.919
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.897,0.940,0.885,0.940,0.915
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,Hibou-B,CheXagent",concat,0,1,0.910,0.954,0.878,0.954,0.924
breastmnist,224,"BioMedCLIP,CONCH,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.947,0.897,0.938,0.923
breastmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.897,0.942,0.885,0.942,0.916
breastmnist,224,"BioMedCLIP,CONCH,UNI,Hibou-B,CheXagent",concat,0,1,0.897,0.950,0.891,0.950,0.919
breastmnist,224,"BioMedCLIP,CONCH,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.948,0.891,0.952,0.921
breastmnist,224,"BioMedCLIP,CONCH,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.939,0.872,0.947,0.920
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.937,0.885,0.937,0.908
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.885,0.942,0.872,0.925,0.910
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.872,0.939,0.878,0.931,0.904
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.929,0.872,0.932,0.905
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.885,0.943,0.885,0.937,0.911
breastmnist,224,"BioMedCLIP,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.938,0.885,0.934,0.909
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.859,0.932,0.885,0.943,0.897
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.885,0.944,0.891,0.943,0.911
breastmnist,224,"BioMedCLIP,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.885,0.942,0.891,0.935,0.910
breastmnist,224,"BioMedCLIP,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.859,0.931,0.878,0.945,0.896
breastmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.942,0.891,0.937,0.911
breastmnist,224,"BioMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.885,0.959,0.872,0.953,0.917
breastmnist,224,"BioMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.944,0.897,0.946,0.922
breastmnist,224,"BioMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.939,0.885,0.948,0.904
breastmnist,224,"BioMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.938,0.878,0.945,0.920
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.885,0.937,0.859,0.926,0.909
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.910,0.949,0.865,0.926,0.922
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.897,0.941,0.859,0.937,0.915
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.921,0.840,0.930,0.902
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.897,0.938,0.846,0.930,0.914
breastmnist,224,"CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.935,0.846,0.938,0.916
breastmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.885,0.921,0.840,0.918,0.902
breastmnist,224,"CONCH,PubMedCLIP,UNI,Hibou-B,CheXagent",concat,0,1,0.885,0.942,0.859,0.941,0.910
breastmnist,224,"CONCH,PubMedCLIP,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.956,0.840,0.929,0.927
breastmnist,224,"CONCH,PubMedCLIP,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.935,0.840,0.939,0.903
breastmnist,224,"CONCH,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.910,0.942,0.897,0.959,0.919
breastmnist,224,"CONCH,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.936,0.939,0.891,0.964,0.923
breastmnist,224,"CONCH,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.949,0.953,0.897,0.956,0.931
breastmnist,224,"CONCH,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.948,0.878,0.962,0.921
breastmnist,224,"CONCH,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.910,0.939,0.878,0.957,0.918
breastmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,Prov-GigaPath",concat,0,1,0.872,0.932,0.853,0.912,0.902
breastmnist,224,"PubMedCLIP,rad-dino,UNI,Hibou-B,CheXagent",concat,0,1,0.910,0.938,0.872,0.933,0.917
breastmnist,224,"PubMedCLIP,rad-dino,UNI,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.938,0.840,0.924,0.920
breastmnist,224,"PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.937,0.853,0.921,0.904
breastmnist,224,"PubMedCLIP,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.897,0.933,0.853,0.941,0.912
breastmnist,224,"rad-dino,UNI,Hibou-B,Prov-GigaPath,CheXagent",concat,0,1,0.872,0.933,0.878,0.951,0.902
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Hibou-B",concat,0,1,0.872,0.941,0.897,0.939,0.905
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,Prov-GigaPath",concat,0,1,0.910,0.936,0.891,0.925,0.916
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,UNI,CheXagent",concat,0,1,0.885,0.941,0.885,0.939,0.910
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,Prov-GigaPath",concat,0,1,0.910,0.937,0.878,0.946,0.917
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Hibou-B,CheXagent",concat,0,1,0.885,0.928,0.891,0.936,0.905
breastmnist,224,"BioMedCLIP,CONCH,PubMedCLIP,rad-dino,Prov-GigaPath,CheXagent",concat,0,1,0.923,0.949,0.891,0.938,0.924
